timestamp,IMU_acc_x,IMU_acc_y,IMU_acc_z
0:00:01.395626,-20,59,1004
0:00:01.396609,-18,53,998
0:00:01.400870,-15,55,1015
0:00:01.405562,-11,50,1014
0:00:01.412715,-22,62,1017
0:00:01.420577,-15,66,1012
0:00:01.426760,-18,61,1017
0:00:01.434852,-18,56,1012
0:00:01.441388,-6,62,1010
0:00:01.449885,-14,62,1013
0:00:01.460519,-14,55,998
0:00:01.478960,-19,63,1023
0:00:01.479298,-13,56,1015
0:00:01.479566,-9,58,1010
0:00:01.484007,-15,53,1014
0:00:01.489655,-18,69,1004
0:00:01.516015,-10,55,1008
0:00:01.521635,-11,53,1011
0:00:01.521705,-18,61,1009
0:00:01.521751,-11,46,1011
0:00:01.526150,-12,54,1008
0:00:01.531596,-8,57,1014
0:00:01.538758,-20,62,994
0:00:01.546728,-13,58,1012
0:00:01.553423,-20,59,1011
0:00:01.566839,-21,66,1008
0:00:01.566911,-13,51,998
0:00:01.648546,-20,50,1009
0:00:01.651234,-16,56,1009
0:00:01.651318,-24,59,1012
0:00:01.651384,-19,48,1007
0:00:01.651432,-18,59,1012
0:00:01.651482,-19,55,1017
0:00:01.651528,-22,62,1011
0:00:01.651573,-13,56,1018
0:00:01.651619,-15,58,1011
0:00:01.651664,-12,58,1002
0:00:01.651707,-5,62,1017
0:00:01.651750,-16,59,1010
0:00:01.680907,-7,57,1032
0:00:01.681091,-16,52,1016
0:00:01.681144,-10,69,1011
0:00:01.681189,-10,62,1007
0:00:01.686734,-18,63,1002
0:00:01.693043,-7,52,1015
0:00:01.699791,-10,50,1022
0:00:01.706747,-14,65,1008
0:00:01.714306,-7,53,1021
0:00:01.720744,-19,58,1017
0:00:01.727601,-11,62,1013
0:00:01.736312,-15,54,1002
0:00:01.742647,-13,54,1003
0:00:01.748802,-11,59,1010
0:00:01.757063,-11,63,997
0:00:01.765745,-12,58,1010
0:00:01.771089,-12,64,1009
0:00:01.776777,-12,64,1014
0:00:01.783538,-11,61,1008
0:00:01.791750,-15,60,1003
0:00:01.797586,-9,60,1015
0:00:01.812965,-15,54,1010
0:00:01.813520,-11,50,1000
0:00:01.818733,-11,58,1012
0:00:01.841490,-7,48,1012
0:00:01.842187,-12,52,1001
0:00:01.842247,-5,54,1009
0:00:01.847592,-10,58,1008
0:00:01.854566,-11,59,1015
0:00:01.888728,-12,62,1022
0:00:01.889645,-10,61,1005
0:00:01.889713,-12,58,1017
0:00:01.889760,-12,61,1017
0:00:01.889805,-19,59,1016
0:00:01.895782,-12,55,999
0:00:01.912294,-13,53,1007
0:00:01.912782,-15,62,1020
0:00:01.916841,-14,56,1007
0:00:01.926602,-8,64,1017
0:00:01.931596,-6,54,1007
0:00:01.941757,-11,60,1008
0:00:01.946599,-7,65,1013
0:00:01.951906,-16,59,1013
0:00:01.958908,-11,61,1012
0:00:01.965624,-15,57,1016
0:00:01.982974,-15,58,1015
0:00:01.983443,-11,67,1007
0:00:01.990013,-5,47,1016
0:00:01.997738,-18,56,1016
0:00:02.003396,-9,63,1007
0:00:02.008851,-11,55,1005
0:00:02.014766,-15,60,1009
0:00:02.044105,-7,55,1012
0:00:02.044223,-19,57,1004
0:00:02.044275,-21,46,1010
0:00:02.046750,-13,60,1021
0:00:02.066729,-15,62,1001
0:00:02.067029,-13,62,1010
0:00:02.067082,-17,54,1002
0:00:02.070889,-17,55,1011
0:00:02.077672,-22,57,1001
0:00:02.085543,-15,63,1007
0:00:02.091682,-11,58,1015
0:00:02.102652,-14,50,1019
0:00:02.108507,-15,58,1011
0:00:02.114718,-9,58,1013
0:00:02.119693,-20,60,1019
0:00:02.126787,-9,57,1011
0:00:02.133673,-9,64,1011
0:00:02.141670,-15,66,1001
0:00:02.150787,-12,59,1009
0:00:02.156722,-17,55,1009
0:00:02.161822,-14,61,1008
0:00:02.168742,-8,62,1002
0:00:02.177532,-20,59,1008
0:00:02.182838,-5,59,1016
0:00:02.189618,-7,49,995
0:00:02.197494,-18,53,1014
0:00:02.204333,-14,60,1004
0:00:02.219692,-14,58,1008
0:00:02.219785,-20,58,1010
0:00:02.225419,-25,50,1023
0:00:02.234177,-10,57,1000
0:00:02.239483,-12,58,1018
0:00:02.247802,-12,57,1012
0:00:02.252955,-18,54,1004
0:00:02.260572,-15,60,1003
0:00:02.271400,-20,61,1011
0:00:02.273971,-22,59,1005
0:00:02.280753,-5,66,1010
0:00:02.288748,-23,55,1009
0:00:02.294830,-10,57,1017
0:00:02.303426,-21,63,1000
0:00:02.308873,-21,66,1015
0:00:02.318920,-9,60,1011
0:00:02.329663,-18,61,1003
0:00:02.330547,-16,62,1017
0:00:02.338787,-23,56,1008
0:00:02.345636,-17,59,1014
0:00:02.352857,-20,58,1012
0:00:02.366647,-13,57,1008
0:00:02.366875,-12,56,1010
0:00:02.371734,-12,56,1007
0:00:02.378853,-19,57,1003
0:00:02.386649,-11,56,1010
0:00:02.392773,-13,66,1004
0:00:02.400657,-9,53,1018
0:00:02.406883,-11,55,1012
0:00:02.415863,-14,64,1013
0:00:02.429446,-8,57,1010
0:00:02.429678,-3,64,1011
0:00:02.436681,-9,61,1009
0:00:02.441674,-14,56,1008
0:00:02.451284,-13,60,1011
0:00:02.457727,-12,56,1012
0:00:02.464841,-9,52,1014
0:00:02.470729,-20,65,1007
0:00:02.476850,-14,56,1008
0:00:02.483669,-9,54,1016
0:00:02.491169,-13,59,1011
0:00:02.499960,-12,56,1007
0:00:02.511485,-17,54,1012
0:00:02.538818,-4,57,1009
0:00:02.540884,-12,65,1020
0:00:02.540957,-9,61,1017
0:00:02.541005,-15,58,1010
0:00:02.550077,-11,61,1018
0:00:02.550379,-7,52,1013
0:00:02.554238,-11,51,1007
0:00:02.561547,-18,63,1001
0:00:02.567652,-15,49,1013
0:00:02.576750,-11,60,1012
0:00:02.596049,-14,56,1008
0:00:02.606815,-9,61,1011
0:00:02.607142,-16,50,1016
0:00:02.607197,-14,60,1010
0:00:02.618720,-11,59,1009
0:00:02.630606,-15,55,1019
0:00:02.637489,-10,54,1025
0:00:02.640338,-15,55,1014
0:00:02.640530,-4,62,1008
0:00:02.647536,-17,58,1016
0:00:02.652288,-23,58,1018
0:00:02.676160,-17,63,1009
0:00:02.676676,-21,61,1007
0:00:02.676734,-20,58,1020
0:00:02.696642,-13,58,1004
0:00:02.707840,-9,55,1008
0:00:02.707973,-14,58,1008
0:00:02.708024,-11,58,1017
0:00:02.708071,-15,63,1016
0:00:02.717624,-11,60,1002
0:00:02.748684,-19,66,1015
0:00:02.749079,-8,51,1012
0:00:02.749130,-8,57,1011
0:00:02.749177,-19,68,1014
0:00:02.766720,-9,54,1000
0:00:02.767015,-9,71,1010
0:00:02.767068,-15,67,1017
0:00:02.785451,-13,61,1009
0:00:02.787896,-12,64,1015
0:00:02.788220,-15,60,1015
0:00:02.797618,-13,64,1020
0:00:02.798746,-18,54,1012
0:00:02.813092,-13,57,1003
0:00:02.813395,-16,50,1012
0:00:02.828613,-9,53,1008
0:00:02.829162,-5,65,1009
0:00:02.835360,-10,56,1009
0:00:02.842654,-11,55,1013
0:00:02.857669,-18,57,1009
0:00:02.857902,-15,57,1012
0:00:02.868604,-19,56,1015
0:00:02.869076,-13,63,1011
0:00:02.875584,-13,58,1014
0:00:02.884368,-15,59,1004
0:00:02.889711,-6,64,1000
0:00:02.898653,-13,62,1009
0:00:02.912688,-16,54,1015
0:00:02.912933,-12,52,1017
0:00:02.942048,-12,61,1008
0:00:02.947789,-21,67,1016
0:00:02.959232,-11,60,1006
0:00:02.962080,-5,58,1012
0:00:02.964377,-15,62,1010
0:00:02.964542,-13,59,1007
0:00:02.964595,-11,50,1011
0:00:02.966830,-16,67,1013
0:00:02.974054,-16,53,1012
0:00:02.980827,-11,62,1005
0:00:02.989494,-8,55,1017
0:00:02.994852,-11,60,1015
0:00:03.001744,-9,57,1008
0:00:03.008811,-5,62,1015
0:00:03.024671,-9,64,1008
0:00:03.024897,-13,62,1016
0:00:03.029650,-12,65,1015
0:00:03.044036,-16,59,1016
0:00:03.053285,-9,58,1009
0:00:03.053630,-16,49,1012
0:00:03.057727,-23,58,1021
0:00:03.067048,-11,57,1018
0:00:03.071704,-11,59,1020
0:00:03.080862,-14,51,1010
0:00:03.085654,-13,54,1009
0:00:03.092793,-16,58,1015
0:00:03.100633,-18,64,1022
0:00:03.109307,-18,63,1008
0:00:03.120584,-12,63,1014
0:00:03.121703,-14,63,1014
0:00:03.136636,-17,55,1012
0:00:03.138887,-13,52,1013
0:00:03.148172,-11,55,1007
0:00:03.157940,-16,57,1017
0:00:03.169608,-12,61,1001
0:00:03.170254,1,54,1012
0:00:03.176286,-6,63,1017
0:00:03.185658,-11,59,1002
0:00:03.185945,-20,57,1012
0:00:03.190851,-17,55,1009
0:00:03.197707,-12,68,1008
0:00:03.209582,-12,58,1005
0:00:03.211739,-17,55,1001
0:00:03.219520,-25,66,1018
0:00:03.234747,-11,64,1011
0:00:03.246675,-12,63,1016
0:00:03.249511,-9,59,1014
0:00:03.249688,-9,61,1009
0:00:03.254943,-3,68,1012
0:00:03.260913,-17,60,1018
0:00:03.270999,-11,58,1015
0:00:03.278700,-9,59,1010
0:00:03.288916,-7,54,1012
0:00:03.298907,-14,60,1007
0:00:03.299292,-14,63,1009
0:00:03.308613,-15,52,1007
0:00:03.310800,-22,58,1017
0:00:03.339675,-14,51,995
0:00:03.340064,-18,53,1010
0:00:03.344684,-6,55,1015
0:00:03.346809,-16,55,1011
0:00:03.347048,-12,61,1004
0:00:03.357604,-9,52,1004
0:00:03.368131,-15,58,1004
0:00:03.386507,-6,62,1016
0:00:03.389395,-23,62,1002
0:00:03.389953,-19,54,1017
0:00:03.394307,-13,61,1015
0:00:03.394856,-10,57,1014
0:00:03.408763,0,57,1017
0:00:03.411528,-19,68,1010
0:00:03.421042,-13,51,1013
0:00:03.421746,-9,59,1010
0:00:03.428806,-9,60,1008
0:00:03.456539,-9,62,1013
0:00:03.458843,-10,55,1017
0:00:03.459179,-24,57,1019
0:00:03.459430,-12,56,1000
0:00:03.463734,-16,62,1019
0:00:03.470849,-21,69,1010
0:00:03.477773,-12,64,1002
0:00:03.484801,-20,62,1008
0:00:03.492163,-8,58,1001
0:00:03.498874,-8,58,1007
0:00:03.509597,-8,57,1008
0:00:03.520463,-15,62,1015
0:00:03.521683,-17,56,1019
0:00:03.527456,-24,60,1025
0:00:03.556920,-17,48,1008
0:00:03.557328,-11,66,1017
0:00:03.557505,-9,54,1008
0:00:03.557618,-11,56,1017
0:00:03.561781,-2,59,1009
0:00:03.570845,-12,62,1019
0:00:03.585698,-15,62,1009
0:00:03.585975,-17,59,1008
0:00:03.599842,-7,50,1021
0:00:03.600013,-10,62,1013
0:00:03.603768,-14,64,1007
0:00:03.610903,-15,64,1012
0:00:03.618142,-12,59,1013
0:00:03.626411,-19,62,1021
0:00:03.649231,-6,62,1013
0:00:03.661482,-6,61,1009
0:00:03.661907,-23,62,1012
0:00:03.662199,-12,60,1007
0:00:03.669648,-19,62,1009
0:00:03.670826,-7,55,1011
0:00:03.684462,-15,61,1024
0:00:03.686375,-11,60,1019
0:00:03.687844,-16,60,1010
0:00:03.696336,-20,59,1019
0:00:03.701782,-13,55,1012
0:00:03.711656,-13,64,1012
0:00:03.772595,-9,57,1012
0:00:03.774420,-16,57,1002
0:00:03.775705,-4,67,1003
0:00:03.775965,-13,63,1011
0:00:03.778299,-13,47,1007
0:00:03.780803,-18,57,1007
0:00:03.782911,-13,58,1011
0:00:03.789182,-13,52,1017
0:00:03.790201,-10,57,1001
0:00:03.790681,-16,63,1009
0:00:03.792560,-21,53,1016
0:00:03.799402,-7,53,1012
0:00:03.803147,-10,59,1017
0:00:03.806951,-13,58,1023
0:00:03.816569,-18,55,1019
0:00:03.821388,-9,59,1010
0:00:03.827741,-15,53,1000
0:00:03.842653,-7,57,1012
0:00:03.843084,-9,56,1018
0:00:03.854936,-11,55,1019
0:00:03.855760,-10,61,1018
0:00:03.863902,-15,53,1017
0:00:03.869740,-15,68,1015
0:00:03.878372,-4,68,997
0:00:03.883748,-15,58,1016
0:00:03.892875,-10,64,1010
0:00:03.898043,-18,59,1024
0:00:03.913572,-18,60,1013
0:00:03.921528,-17,57,1002
0:00:03.932024,-14,58,1009
0:00:03.936837,-4,54,1019
0:00:03.937212,-20,57,1016
0:00:03.946855,-7,53,1024
0:00:03.948949,-16,59,997
0:00:03.962629,-13,61,1016
0:00:03.962851,-9,57,1007
0:00:03.967792,-7,57,1014
0:00:03.974852,-11,59,1014
0:00:03.983462,-15,58,1017
0:00:03.996728,-15,58,1007
0:00:03.997037,-15,60,1012
0:00:04.013377,-9,62,1010
0:00:04.019800,-13,57,1004
0:00:04.019971,-25,57,998
0:00:04.036437,-9,55,1016
0:00:04.053575,-9,54,1007
0:00:04.055792,-9,52,1010
0:00:04.059501,-14,58,1001
0:00:04.061003,-14,58,1009
0:00:04.063407,-15,61,1012
0:00:04.067154,-12,66,1011
0:00:04.082886,-9,52,1019
0:00:04.083095,-17,53,1012
0:00:04.091897,-12,53,1011
0:00:04.099874,-23,60,1028
0:00:04.100834,-9,56,1007
0:00:04.114098,-7,54,1017
0:00:04.121549,-14,55,1016
0:00:04.136564,-13,53,1017
0:00:04.138862,-15,56,1012
0:00:04.139183,-16,63,1010
0:00:04.148408,-10,61,1013
0:00:04.149745,-9,57,1012
0:00:04.158442,-13,63,1017
0:00:04.163819,-11,57,1004
0:00:04.177735,-15,54,1005
0:00:04.182500,-14,63,1012
0:00:04.194472,-13,54,1009
0:00:04.194688,-22,62,1012
0:00:04.199867,-15,59,1009
0:00:04.206980,-16,56,1008
0:00:04.214140,-9,59,996
0:00:04.219844,-13,62,1010
0:00:04.229860,-16,60,1010
0:00:04.243908,-21,48,1007
0:00:04.244075,-15,59,1017
0:00:04.249409,-3,59,1001
0:00:04.254960,-15,61,1010
0:00:04.263730,-17,59,1014
0:00:04.269008,-16,56,1013
0:00:04.275838,-8,59,1009
0:00:04.292408,-11,59,1009
0:00:04.297267,-17,62,1011
0:00:04.305448,-13,60,1014
0:00:04.307647,-13,63,1012
0:00:04.315218,-8,56,1014
0:00:04.327800,-12,57,1004
0:00:04.341163,-20,54,1015
0:00:04.341319,-15,58,1007
0:00:04.342459,-9,66,1003
0:00:04.351625,-6,58,1013
0:00:04.354681,-11,62,1012
0:00:04.359803,-13,58,1014
0:00:04.370713,-18,64,1009
