timestamp,IMU_acc_x,IMU_acc_y,IMU_acc_z,IMU_vel_x,IMU_vel_y,IMU_vel_z,Razor_acc_x,Razor_acc_y,Razor_acc_z,Razor_vel_x,Razor_vel_y,Razor_vel_z,LC_data,speed,current,duty_cycle
0:00:00.092385,14,-114,-984,2,-10,2,0.032,-0.079,1.013,0.053,-0.221,-1.015,-8391,250,142,134
0:00:00.092477,5,-120,-979,2,-11,3,0.032,-0.08,1.014,0.053,-0.221,-1.015,-8391,250,142,134
0:00:00.092544,7,-115,-977,-3,-11,0,0.031,-0.08,1.01,0.114,-0.214,-1.038,-8391,250,142,134
0:00:00.092589,4,-114,-990,1,-11,0,0.033,-0.077,1.01,0.114,-0.13,-0.778,-8391,250,142,134
0:00:00.092633,2,-120,-974,-2,-12,0,0.033,-0.079,1.01,0.198,-0.183,-0.778,-960,250,142,134
0:00:00.092748,5,-111,-985,-1,-13,1,0.032,-0.079,1.009,0.061,-0.13,-0.908,-960,250,142,134
0:00:00.092819,7,-112,-978,-3,-11,1,0.033,-0.08,1.013,0.259,-0.175,-1.03,-960,250,142,134
0:00:00.106289,5,-126,-979,-1,-12,1,0.033,-0.08,1.013,0.046,-0.206,-0.969,-960,250,142,134
0:00:00.114251,0,-116,-972,-1,-12,1,0.033,-0.079,1.011,0.221,-0.175,-0.893,-960,250,142,134
0:00:00.114332,12,-115,-981,0,-12,1,0.034,-0.079,1.012,0.114,-0.061,-0.832,-960,250,142,134
0:00:00.128082,12,-109,-976,-1,-12,2,0.033,-0.079,1.012,0.13,-0.198,-0.877,-960,250,142,134
0:00:00.141396,7,-116,-976,-1,-12,1,0.033,-0.08,1.013,0.092,-0.153,-0.862,-960,250,142,134
0:00:00.141486,4,-116,-978,1,-11,2,0.035,-0.079,1.011,0.107,-0.122,-0.923,-9594,250,142,134
0:00:00.144150,5,-110,-978,0,-12,1,0.031,-0.08,1.009,0.16,-0.092,-0.954,-9594,250,142,134
0:00:00.149608,3,-115,-978,0,-12,1,0.034,-0.078,1.012,0.092,-0.099,-0.961,-9594,250,142,134
0:00:00.151031,5,-116,-978,-2,-12,0,0.034,-0.08,1.013,0.168,-0.099,-0.916,-9594,250,142,134
0:00:00.156110,18,-115,-965,-2,-12,0,0.031,-0.079,1.011,0.099,-0.13,-0.969,-9594,250,142,134
0:00:00.175584,9,-108,-974,2,-12,0,0.033,-0.079,1.011,0.183,-0.107,-0.816,-9594,250,142,134
0:00:00.176148,9,-121,-990,2,-10,1,0.032,-0.079,1.01,0.183,-0.13,-0.839,-9594,250,142,134
0:00:00.180431,10,-118,-975,-1,-11,2,0.031,-0.081,1.012,0.114,-0.084,-0.801,-6155,250,142,134
0:00:00.203467,9,-115,-979,-1,-10,3,0.033,-0.079,1.011,0.114,-0.084,-0.801,-6155,250,142,134
0:00:00.203567,17,-108,-978,1,-10,1,0.031,-0.08,1.011,0.061,-0.114,-0.755,-6155,250,142,134
0:00:00.204850,5,-113,-974,-1,-11,0,0.033,-0.081,1.01,0.053,-0.183,-0.862,-6155,250,142,134
0:00:00.204927,8,-124,-984,-1,-12,1,0.032,-0.081,1.011,0.137,-0.16,-0.954,-6155,250,142,134
0:00:00.229272,12,-119,-967,0,-12,0,0.032,-0.078,1.015,0.145,-0.084,-0.854,-6155,250,142,134
0:00:00.234778,3,-110,-970,2,-11,0,0.032,-0.08,1.013,0.084,-0.114,-0.946,-6155,250,142,134
0:00:00.235517,6,-114,-978,-1,-13,0,0.033,-0.081,1.011,0.0,-0.183,-0.946,-6356,250,142,134
0:00:00.235584,3,-116,-973,3,-11,0,0.033,-0.078,1.012,0.046,-0.13,-0.893,-6356,250,142,134
0:00:00.243072,7,-115,-980,-1,-10,0,0.03,-0.081,1.01,0.13,-0.13,-0.854,-6356,250,142,134
0:00:00.248179,0,-115,-986,0,-12,1,0.032,-0.081,1.011,0.168,-0.145,-0.862,-6356,250,142,134
0:00:00.260558,1,-114,-978,0,-9,0,0.032,-0.078,1.01,0.153,-0.16,-0.877,-6356,250,142,134
0:00:00.278644,0,-117,-971,0,-12,1,0.032,-0.078,1.01,0.114,-0.114,-0.877,-6356,250,142,134
0:00:00.278717,8,-117,-982,-1,-11,1,0.032,-0.079,1.008,0.084,-0.069,-0.9,-6356,250,142,134
0:00:00.278767,7,-114,-978,-1,-11,1,0.032,-0.081,1.012,0.107,-0.053,-0.946,-6356,250,142,134
0:00:00.283794,10,-117,-982,0,-13,0,0.034,-0.081,1.014,0.099,-0.107,-0.893,1783,250,142,134
0:00:00.290814,11,-119,-976,-1,-12,0,0.033,-0.081,1.01,0.16,-0.13,-0.854,1783,250,142,134
0:00:00.302171,6,-121,-978,1,-12,1,0.032,-0.08,1.012,0.153,-0.114,-0.862,1783,250,142,134
0:00:00.317306,9,-115,-989,1,-11,1,0.032,-0.081,1.011,0.206,-0.092,-0.816,1783,250,142,134
0:00:00.320750,3,-115,-978,-1,-14,1,0.033,-0.081,1.01,0.153,-0.061,-0.809,1783,250,142,134
0:00:00.320816,1,-123,-983,1,-10,2,0.031,-0.081,1.01,0.153,-0.061,-0.809,1783,250,142,134
0:00:00.327577,10,-114,-982,1,-12,1,0.033,-0.078,1.009,0.229,-0.069,-0.839,1783,250,142,134
0:00:00.330955,3,-119,-981,-1,-10,0,0.033,-0.079,1.012,0.168,-0.046,-0.893,9100,250,142,134
0:00:00.357449,10,-121,-982,1,-9,1,0.032,-0.079,1.014,0.168,-0.015,-0.938,9100,250,142,134
0:00:00.357554,9,-112,-994,-1,-9,1,0.033,-0.081,1.011,0.092,-0.038,-0.946,9100,250,142,134
0:00:00.357626,5,-118,-970,0,-11,1,0.031,-0.08,1.012,0.046,-0.137,-0.938,9100,250,142,134
0:00:00.374678,3,-114,-976,0,-10,0,0.032,-0.079,1.013,0.061,-0.206,-0.977,9100,250,142,134
0:00:00.374775,10,-110,-974,-1,-11,2,0.034,-0.077,1.013,0.16,-0.191,-0.862,9100,250,142,134
0:00:00.374845,6,-119,-981,-1,-11,1,0.032,-0.082,1.009,0.206,-0.107,-0.877,9100,250,142,134
0:00:00.380104,3,-116,-982,1,-11,1,0.031,-0.081,1.009,0.114,-0.145,-0.877,-9168,250,142,134
0:00:00.389676,3,-124,-982,0,-12,2,0.035,-0.08,1.01,0.114,-0.122,-0.9,-9168,250,142,134
0:00:00.399206,0,-122,-977,0,-12,2,0.033,-0.08,1.014,0.031,-0.191,-0.854,-9168,250,142,134
0:00:00.403406,13,-116,-983,-1,-13,1,0.031,-0.078,1.01,0.069,-0.13,-0.854,-9168,250,142,134
0:00:00.407863,4,-119,-985,-1,-9,0,0.031,-0.081,1.013,0.13,-0.183,-0.832,-9168,250,142,134
0:00:00.414770,5,-108,-987,1,-12,0,0.033,-0.081,1.013,0.153,-0.13,-0.74,-9168,250,142,134
0:00:00.423538,16,-117,-982,-1,-11,2,0.034,-0.08,1.012,0.122,-0.145,-0.801,-9168,250,142,134
0:00:00.428798,14,-120,-981,0,-14,2,0.034,-0.08,1.012,0.038,-0.153,-0.839,-9168,250,142,134
0:00:00.435836,3,-115,-976,-1,-11,0,0.032,-0.079,1.011,0.122,-0.122,-0.87,-4912,250,142,134
0:00:00.444303,3,-113,-988,-1,-11,0,0.032,-0.081,1.011,0.122,-0.122,-0.87,-4912,250,142,134
0:00:00.450253,14,-115,-981,-2,-11,1,0.033,-0.082,1.01,0.107,-0.16,-0.9,-4912,250,142,134
0:00:00.457694,9,-120,-993,-1,-11,2,0.034,-0.081,1.012,0.076,-0.183,-0.916,-4912,250,142,134
0:00:00.466774,7,-106,-970,-1,-11,2,0.033,-0.08,1.011,0.031,-0.145,-0.923,-4912,250,142,134
0:00:00.473751,11,-121,-976,1,-11,0,0.033,-0.08,1.015,0.076,-0.175,-0.893,-4912,250,142,134
0:00:00.481123,4,-117,-977,0,-10,0,0.033,-0.082,1.01,0.008,-0.191,-0.931,-4912,250,142,134
0:00:00.487636,5,-122,-984,1,-11,1,0.033,-0.082,1.006,0.13,-0.229,-0.946,-4995,250,142,134
0:00:00.498882,9,-117,-980,0,-11,1,0.031,-0.081,1.01,0.053,-0.191,-0.862,-4995,250,142,134
0:00:00.502597,4,-119,-987,1,-11,1,0.031,-0.082,1.009,0.153,-0.168,-0.771,-4995,250,142,134
0:00:00.507134,3,-119,-973,-1,-11,1,0.032,-0.079,1.013,0.183,-0.168,-0.839,-4995,250,142,134
0:00:00.526917,5,-116,-974,-1,-11,1,0.033,-0.079,1.014,0.153,-0.122,-0.847,-4995,250,142,134
0:00:00.529436,7,-115,-977,1,-10,1,0.032,-0.081,1.009,0.175,-0.084,-0.854,-4995,250,142,134
0:00:00.531892,0,-116,-983,1,-8,1,0.032,-0.08,1.01,0.107,-0.175,-0.9,-4995,250,142,134
0:00:00.534107,7,-122,-984,-1,-11,0,0.032,-0.08,1.011,0.153,-0.114,-0.839,-452,250,142,134
0:00:00.547883,7,-119,-970,-2,-13,1,0.033,-0.081,1.008,0.175,-0.206,-0.854,-452,250,142,134
0:00:00.548991,0,-117,-968,-2,-12,4,0.034,-0.081,1.01,0.145,-0.099,-0.854,-452,250,142,134
0:00:00.558329,3,-107,-973,0,-11,2,0.032,-0.081,1.015,0.114,-0.137,-0.885,-452,250,142,134
0:00:00.563452,3,-115,-972,2,-10,0,0.032,-0.078,1.011,0.16,-0.084,-0.854,-452,250,142,134
0:00:00.568736,7,-122,-974,0,-10,1,0.033,-0.079,1.01,0.114,-0.145,-0.786,-452,250,142,134
0:00:00.579391,1,-114,-980,2,-12,1,0.031,-0.081,1.011,0.114,-0.145,-0.786,-452,250,142,134
0:00:00.585906,5,-120,-981,1,-12,1,0.033,-0.082,1.011,0.145,-0.092,-0.839,-245,250,142,134
0:00:00.598548,5,-114,-982,-1,-9,1,0.032,-0.082,1.008,0.069,-0.092,-0.9,-245,250,142,134
0:00:00.605292,7,-111,-984,0,-10,1,0.032,-0.082,1.008,0.061,-0.076,-0.908,-245,250,142,134
0:00:00.607146,10,-121,-973,1,-13,0,0.034,-0.081,1.009,0.084,-0.061,-0.885,-245,250,142,134
0:00:00.616014,4,-119,-977,1,-11,1,0.034,-0.081,1.01,0.168,-0.107,-0.862,-245,250,142,134
0:00:00.625321,10,-118,-987,-2,-11,2,0.032,-0.081,1.012,0.198,-0.13,-0.839,-245,250,142,134
0:00:00.646367,9,-112,-974,-2,-11,2,0.033,-0.08,1.013,0.206,-0.175,-0.862,-245,250,142,134
0:00:00.651892,10,-122,-978,0,-12,2,0.031,-0.081,1.012,0.16,-0.16,-0.809,-245,250,142,134
0:00:00.656767,5,-114,-992,-1,-11,0,0.031,-0.081,1.01,0.198,-0.107,-0.847,4033,250,142,134
0:00:00.657303,7,-120,-974,1,-10,1,0.033,-0.079,1.011,0.145,-0.114,-0.824,4033,250,142,134
0:00:00.658047,4,-120,-978,0,-10,1,0.034,-0.08,1.011,0.145,-0.237,-0.847,4033,250,142,134
0:00:00.667441,10,-115,-973,-1,-11,2,0.033,-0.078,1.014,0.114,-0.175,-0.87,4033,250,142,134
0:00:00.673469,9,-121,-979,-1,-13,1,0.032,-0.079,1.011,0.099,-0.145,-0.809,4033,250,142,134
0:00:00.677495,5,-113,-986,-1,-11,1,0.034,-0.082,1.01,0.13,-0.13,-0.839,4033,250,142,134
0:00:00.693443,8,-120,-971,-1,-10,2,0.034,-0.08,1.013,0.237,-0.13,-1.015,4033,250,142,134
0:00:00.693908,2,-117,-976,-2,-13,2,0.033,-0.081,1.01,0.092,-0.191,-0.893,-2782,250,142,134
0:00:00.695620,4,-110,-973,0,-10,4,0.034,-0.08,1.007,0.145,-0.244,-0.824,-2782,250,142,134
0:00:00.704594,2,-115,-982,0,-10,0,0.034,-0.08,1.009,0.114,-0.175,-0.793,-2782,250,142,134
0:00:00.714532,3,-121,-994,-2,-11,3,0.032,-0.08,1.015,0.114,-0.175,-0.793,-2782,250,142,134
0:00:00.716089,9,-118,-982,1,-10,0,0.032,-0.079,1.015,0.153,-0.206,-0.809,-2782,250,142,134
0:00:00.725197,5,-115,-985,-2,-11,1,0.032,-0.08,1.011,0.168,-0.206,-0.862,-2782,250,142,134
0:00:00.737488,3,-122,-984,1,-15,2,0.033,-0.08,1.008,0.122,-0.191,-0.877,-2782,250,142,134
0:00:00.750494,3,-116,-980,0,-12,1,0.034,-0.08,1.012,0.084,-0.145,-0.877,-392,250,142,134
0:00:00.758674,0,-123,-982,0,-12,1,0.032,-0.081,1.011,0.107,-0.198,-0.847,-392,250,142,134
0:00:00.761214,4,-113,-986,-1,-10,0,0.034,-0.08,1.014,0.137,-0.252,-0.877,-392,250,142,134
0:00:00.761353,16,-115,-978,-1,-12,0,0.033,-0.082,1.013,0.16,-0.191,-0.854,-392,250,142,134
0:00:00.771549,2,-119,-975,0,-11,0,0.033,-0.082,1.013,0.122,-0.16,-0.87,-392,250,142,134
0:00:00.776674,4,-111,-986,1,-12,0,0.032,-0.08,1.01,0.046,-0.198,-0.916,-392,250,142,134
0:00:00.791692,-1,-115,-971,0,-11,2,0.033,-0.081,1.008,0.053,-0.114,-0.908,-392,250,142,134
0:00:00.797447,8,-116,-969,1,-11,2,0.031,-0.081,1.011,0.038,-0.13,-0.862,-392,250,142,134
0:00:00.797553,10,-117,-985,-1,-11,2,0.033,-0.08,1.008,0.175,-0.076,-0.839,4753,250,142,134
0:00:00.808378,10,-121,-979,2,-11,2,0.035,-0.079,1.01,0.053,-0.114,-0.862,4753,250,142,134
0:00:00.809003,7,-112,-984,-1,-11,0,0.034,-0.081,1.009,0.092,-0.038,-0.809,4753,250,142,134
0:00:00.832922,1,-122,-982,1,-13,2,0.034,-0.08,1.012,0.076,-0.038,-0.793,4753,250,142,134
0:00:00.836546,4,-112,-976,2,-11,0,0.033,-0.082,1.01,0.137,-0.099,-0.755,4753,250,142,134
0:00:00.836636,9,-119,-978,-1,-12,2,0.031,-0.08,1.008,0.122,-0.168,-0.809,4753,250,142,134
0:00:00.844350,9,-111,-984,2,-12,0,0.032,-0.079,1.01,0.122,-0.168,-0.809,4753,250,142,134
0:00:00.845572,2,-118,-985,-1,-12,3,0.033,-0.08,1.014,0.031,-0.145,-0.778,9341,250,142,134
0:00:00.859548,13,-119,-968,3,-10,1,0.034,-0.08,1.01,0.069,-0.221,-0.885,9341,250,142,134
0:00:00.862196,5,-124,-976,-3,-11,0,0.033,-0.08,1.009,0.114,-0.214,-0.9,9341,250,142,134
0:00:00.869377,8,-108,-984,-3,-11,0,0.033,-0.081,1.012,0.183,-0.206,-0.893,9341,250,142,134
0:00:00.870243,4,-114,-978,1,-11,2,0.034,-0.08,1.011,0.092,-0.229,-0.969,9341,250,142,134
0:00:00.878132,8,-114,-983,-1,-12,0,0.035,-0.081,1.01,0.061,-0.29,-0.938,9341,250,142,134
0:00:00.884286,5,-115,-981,0,-11,0,0.034,-0.081,1.01,0.13,-0.282,-0.969,9341,250,142,134
0:00:00.892661,5,-120,-967,-2,-10,2,0.035,-0.081,1.01,0.16,-0.13,-0.87,1672,250,142,134
0:00:00.898740,7,-114,-969,-1,-12,2,0.033,-0.079,1.008,0.145,-0.076,-0.801,1672,250,142,134
0:00:00.905334,6,-115,-986,1,-11,1,0.034,-0.08,1.013,0.076,-0.107,-0.786,1672,250,142,134
0:00:00.920486,13,-107,-986,0,-12,1,0.035,-0.08,1.014,0.107,-0.053,-0.71,1672,250,142,134
0:00:00.925369,9,-120,-981,1,-11,0,0.033,-0.08,1.012,0.137,-0.023,-0.732,1672,250,142,134
0:00:00.928317,4,-115,-978,0,-11,1,0.034,-0.081,1.011,0.183,-0.061,-0.793,1672,250,142,134
0:00:00.932814,9,-115,-968,1,-11,0,0.034,-0.081,1.011,0.191,-0.092,-0.839,1672,250,142,134
0:00:00.940182,3,-118,-973,-1,-12,1,0.032,-0.08,1.013,0.069,-0.023,-0.847,1672,250,142,134
0:00:00.955687,1,-126,-970,-1,-12,0,0.032,-0.08,1.013,0.13,-0.069,-0.87,26,250,142,134
0:00:00.956769,6,-117,-970,0,-13,0,0.034,-0.08,1.01,0.137,-0.175,-0.763,26,250,142,134
0:00:00.962821,3,-116,-973,-2,-10,0,0.034,-0.08,1.012,0.031,-0.237,-0.839,26,250,142,134
0:00:00.975465,8,-114,-971,0,-11,0,0.033,-0.08,1.012,0.031,-0.237,-0.839,26,250,142,134
0:00:00.977694,13,-120,-981,1,-12,3,0.033,-0.081,1.011,0.168,-0.175,-0.862,26,250,142,134
0:00:00.982941,3,-117,-974,1,-12,3,0.034,-0.08,1.014,0.229,-0.168,-0.938,26,250,142,134
0:00:00.991345,7,-112,-973,1,-13,2,0.034,-0.08,1.014,0.16,-0.153,-0.877,26,250,142,134
0:00:01.004434,5,-115,-965,0,-11,1,0.033,-0.077,1.01,0.076,-0.153,-0.786,1575,250,142,134
0:00:01.004957,11,-117,-981,-1,-11,1,0.032,-0.08,1.011,0.145,-0.13,-0.778,1575,250,142,134
0:00:01.018418,5,-114,-977,1,-9,0,0.032,-0.081,1.012,0.107,-0.084,-0.862,1575,250,142,134
0:00:01.025638,3,-111,-968,0,-8,0,0.035,-0.081,1.01,0.16,-0.107,-0.854,1575,250,142,134
0:00:01.031867,1,-109,-971,1,-11,0,0.034,-0.08,1.008,0.191,-0.076,-0.801,1575,250,142,134
0:00:01.031937,6,-113,-973,1,-11,0,0.034,-0.081,1.008,0.084,-0.122,-0.923,1575,250,142,134
0:00:01.037672,4,-109,-976,-2,-12,0,0.031,-0.08,1.012,0.099,-0.145,-0.87,1575,250,142,134
0:00:01.047339,8,-109,-990,-2,-10,2,0.032,-0.081,1.011,0.237,-0.092,-0.877,-9156,250,142,134
0:00:01.053165,10,-118,-975,2,-10,0,0.031,-0.081,1.01,0.16,-0.053,-0.809,-9156,250,142,134
0:00:01.065508,3,-119,-974,1,-9,1,0.031,-0.079,1.011,0.122,-0.023,-0.786,-9156,250,142,134
0:00:01.068301,10,-115,-977,-1,-11,1,0.031,-0.081,1.013,0.175,-0.084,-0.885,-9156,250,142,134
0:00:01.074065,11,-115,-974,0,-11,1,0.032,-0.08,1.012,0.008,-0.069,-0.885,-9156,250,142,134
0:00:01.086465,4,-120,-979,2,-10,1,0.032,-0.079,1.012,0.092,-0.099,-0.893,-9156,250,142,134
0:00:01.090222,7,-115,-967,0,-11,1,0.032,-0.081,1.008,0.183,-0.175,-0.885,-9156,250,142,134
0:00:01.096370,3,-125,-983,1,-12,1,0.033,-0.081,1.009,0.153,-0.168,-0.862,5265,250,142,134
