timestamp,IMU_acc_x,IMU_acc_y,IMU_acc_z,IMU_vel_x,IMU_vel_y,IMU_vel_z,Razor_acc_x,Razor_acc_y,Razor_acc_z,Razor_vel_x,Razor_vel_y,Razor_vel_z,LC_data,speed,current,duty_cycle
0:00:01.734381,-432,157,864,4,-19,0,,,,0.038,-0.153,-0.824,,,,
0:00:01.734457,-448,155,872,3,-13,0,-0.284,-0.022,0.968,,,,,,,
0:00:01.735395,-443,157,873,0,-4,0,-0.282,-0.026,0.971,0.206,-0.252,-0.725,,,,
0:00:01.750500,-438,153,876,-1,-1,0,-0.284,-0.026,0.972,0.16,-0.214,-0.725,,,,
0:00:01.763672,-450,163,871,0,-7,2,-0.283,-0.024,0.974,-0.053,-0.198,-0.816,,,,
0:00:01.766243,-449,164,882,5,-18,1,,,,0.023,-0.313,-0.763,6707,,,
0:00:01.766308,-457,156,866,5,-17,2,-0.284,-0.024,0.971,,,,,67240464,9870,48774
0:00:01.779591,-450,165,868,1,-8,2,-0.283,-0.025,0.972,0.038,-0.282,-0.832,,,,
0:00:01.787567,-448,159,894,1,-7,0,-0.284,-0.022,0.97,0.015,-0.214,-0.9,,,,
0:00:01.787632,-455,160,869,2,-6,2,-0.283,-0.023,0.967,0.084,-0.191,-0.938,,,,
0:00:01.798376,-459,169,884,2,-8,1,-0.284,-0.026,0.972,0.13,-0.191,-0.832,,,,
0:00:01.805177,-448,159,872,2,-11,0,,,,0.244,-0.275,-0.793,,,,
0:00:01.814601,-451,163,873,1,-13,0,-0.281,-0.024,0.971,,,,7035,,,
0:00:01.815348,-453,158,879,4,-13,0,-0.286,-0.022,0.969,0.008,-0.191,-0.816,,,,
0:00:01.828549,-440,164,871,2,-11,1,-0.288,-0.024,0.973,0.069,-0.191,-0.877,,67240464,9870,48774
0:00:01.841990,-444,163,877,1,-4,2,-0.284,-0.026,0.972,0.114,-0.275,-0.832,,,,
0:00:01.847103,-443,162,872,1,-6,0,-0.282,-0.025,0.974,0.122,-0.229,-0.755,,,,
0:00:01.847691,-446,161,884,3,-11,1,,,,0.244,-0.183,-0.87,,,,
0:00:01.847766,-448,156,876,4,-16,1,-0.283,-0.028,0.971,,,,,,,
0:00:01.857462,-449,161,880,2,-12,3,-0.284,-0.025,0.973,0.244,-0.153,-0.938,-3063,,,
0:00:01.865702,-445,166,872,3,-12,1,-0.284,-0.023,0.971,0.191,-0.198,-0.816,,,,
0:00:01.910222,-453,164,880,0,-7,0,-0.283,-0.024,0.973,0.114,-0.221,-0.839,,,,
0:00:01.914622,-451,166,877,0,-8,1,-0.281,-0.027,0.974,0.084,-0.229,-0.946,,67240464,9870,48774
0:00:01.914686,-449,161,885,2,-10,2,,,,-0.008,-0.16,-0.832,,,,
0:00:01.914733,-442,157,890,3,-14,1,-0.281,-0.026,0.971,,,,,,,
0:00:01.914778,-446,163,877,-1,-12,1,-0.281,-0.025,0.967,0.008,-0.16,-0.748,,,,
0:00:01.914822,-447,159,878,1,-10,0,-0.281,-0.023,0.973,0.069,-0.206,-0.763,-8523,,,
0:00:01.914866,-443,152,877,1,-10,3,-0.281,-0.025,0.972,0.031,-0.237,-0.832,,,,
0:00:01.924318,-454,159,880,3,-9,2,-0.281,-0.023,0.971,0.206,-0.175,-0.771,,,,
0:00:01.924428,-451,163,871,1,-12,1,,,,,,,,,,
0:00:01.932856,-443,155,868,2,-10,2,-0.283,-0.025,0.97,0.198,-0.252,-0.862,,67240464,9870,48774
0:00:01.944349,-460,162,872,3,-9,0,-0.283,-0.026,0.972,0.191,-0.237,-0.763,,,,
0:00:01.948620,-443,162,882,0,-8,2,-0.284,-0.025,0.972,0.092,-0.183,-0.755,,,,
0:00:01.956354,-443,157,880,-1,-11,1,-0.283,-0.021,0.97,0.122,-0.229,-0.862,9853,,,
0:00:01.966565,-448,166,876,3,-12,0,-0.284,-0.023,0.968,0.084,-0.16,-0.854,,,,
0:00:01.969106,-446,158,871,1,-11,0,,,,,,,,,,
0:00:01.974493,-445,163,869,3,-12,1,-0.285,-0.025,0.971,0.076,-0.183,-0.755,,,,
0:00:01.989209,-447,158,878,2,-11,1,-0.282,-0.024,0.974,0.046,-0.145,-0.877,,,,
0:00:02.018499,-450,160,875,2,-7,1,-0.283,-0.023,0.971,0.122,-0.153,-0.87,,67240464,9870,48774
0:00:02.027020,-453,165,884,1,-7,1,-0.283,-0.023,0.97,0.13,-0.198,-0.771,,,,
0:00:02.028616,-445,155,877,1,-11,2,-0.284,-0.024,0.971,0.198,-0.198,-0.786,3130,,,
0:00:02.028897,-455,157,876,2,-11,1,,,,,,,,,,
0:00:02.028959,-439,161,878,3,-11,1,-0.283,-0.023,0.969,0.175,-0.099,-0.908,,,,
0:00:02.029007,-448,155,883,1,-7,2,-0.282,-0.023,0.971,0.153,-0.099,-0.931,,,,
0:00:02.036802,-451,160,867,2,-8,0,-0.283,-0.024,0.97,0.122,-0.214,-0.839,,,,
0:00:02.037025,-459,164,874,0,-11,1,-0.282,-0.026,0.971,0.114,-0.282,-0.87,,,,
0:00:02.054619,-460,152,874,3,-11,1,-0.283,-0.025,0.973,0.099,-0.267,-0.893,-830,67240464,9870,48774
