timestamp,Razor_acc_x,Razor_acc_y,Razor_acc_z
0:00:00.624243,-0.282,-0.025,0.971
0:00:00.629271,-0.283,-0.026,0.973
0:00:00.634134,-0.283,-0.025,0.969
0:00:00.639244,-0.284,-0.024,0.971
0:00:00.646921,-0.284,-0.026,0.969
0:00:00.666818,-0.283,-0.027,0.971
0:00:00.693409,-0.284,-0.026,0.971
0:00:00.693679,-0.283,-0.025,0.971
0:00:00.728016,-0.285,-0.023,0.969
0:00:00.757059,-0.283,-0.025,0.972
0:00:00.762013,-0.282,-0.026,0.971
0:00:00.769229,-0.285,-0.027,0.972
0:00:00.775814,-0.282,-0.022,0.971
0:00:00.781554,-0.284,-0.024,0.973
0:00:00.786478,-0.283,-0.024,0.972
0:00:00.796451,-0.283,-0.024,0.975
0:00:00.806537,-0.283,-0.024,0.972
0:00:00.806623,-0.283,-0.025,0.973
0:00:00.806680,-0.283,-0.025,0.971
0:00:00.811629,-0.282,-0.026,0.973
0:00:00.816363,-0.283,-0.027,0.973
0:00:00.821565,-0.284,-0.025,0.972
0:00:00.827790,-0.284,-0.025,0.971
0:00:00.832105,-0.283,-0.026,0.971
0:00:00.838601,-0.284,-0.026,0.974
0:00:00.843774,-0.283,-0.025,0.97
0:00:00.848990,-0.284,-0.026,0.972
0:00:00.853774,-0.285,-0.027,0.971
0:00:00.858722,-0.285,-0.026,0.967
0:00:00.876290,-0.282,-0.025,0.969
0:00:00.882048,-0.283,-0.024,0.973
0:00:00.888935,-0.282,-0.024,0.975
0:00:00.908903,-0.284,-0.025,0.976
0:00:00.927736,-0.283,-0.025,0.974
0:00:00.933563,-0.281,-0.025,0.975
0:00:00.938031,-0.282,-0.026,0.972
0:00:00.943016,-0.284,-0.027,0.97
0:00:00.948336,-0.286,-0.025,0.972
0:00:00.953213,-0.282,-0.026,0.971
0:00:00.958045,-0.284,-0.026,0.97
0:00:00.963304,-0.284,-0.025,0.969
0:00:00.968323,-0.282,-0.024,0.973
0:00:00.973170,-0.284,-0.025,0.97
0:00:00.990216,-0.284,-0.024,0.974
0:00:00.995417,-0.281,-0.024,0.971
0:00:00.999851,-0.282,-0.027,0.974
0:00:01.006747,-0.285,-0.027,0.97
0:00:01.014146,-0.283,-0.023,0.968
0:00:01.020526,-0.284,-0.024,0.966
0:00:01.025539,-0.285,-0.023,0.971
0:00:01.030783,-0.285,-0.023,0.971
0:00:01.038937,-0.284,-0.023,0.971
0:00:01.043885,-0.283,-0.025,0.973
0:00:01.048827,-0.285,-0.025,0.975
0:00:01.059576,-0.282,-0.024,0.972
0:00:01.068032,-0.284,-0.024,0.97
0:00:01.072900,-0.281,-0.025,0.97
0:00:01.080048,-0.281,-0.023,0.97
0:00:01.085051,-0.282,-0.024,0.971
0:00:01.092805,-0.282,-0.027,0.971
0:00:01.102065,-0.283,-0.024,0.974
0:00:01.116199,-0.283,-0.024,0.969
0:00:01.121079,-0.284,-0.024,0.967
0:00:01.130112,-0.281,-0.025,0.971
0:00:01.138901,-0.284,-0.025,0.972
0:00:01.144064,-0.283,-0.024,0.974
0:00:01.149060,-0.284,-0.023,0.969
0:00:01.153983,-0.284,-0.026,0.971
0:00:01.164766,-0.282,-0.024,0.97
0:00:01.175819,-0.283,-0.024,0.973
0:00:01.188792,-0.284,-0.024,0.971
0:00:01.192451,-0.283,-0.025,0.973
0:00:01.200340,-0.283,-0.024,0.973
0:00:01.208202,-0.282,-0.023,0.973
0:00:01.214127,-0.282,-0.024,0.971
0:00:01.219009,-0.283,-0.025,0.97
0:00:01.223759,-0.283,-0.027,0.972
0:00:01.228871,-0.285,-0.026,0.974
0:00:01.235219,-0.283,-0.024,0.974
0:00:01.239513,-0.285,-0.023,0.975
0:00:01.244498,-0.284,-0.024,0.971
0:00:01.249740,-0.284,-0.024,0.97
0:00:01.254727,-0.283,-0.024,0.971
0:00:01.259404,-0.284,-0.024,0.971
0:00:01.264420,-0.283,-0.026,0.971
0:00:01.269702,-0.284,-0.027,0.97
0:00:01.274303,-0.284,-0.026,0.973
0:00:01.284383,-0.284,-0.024,0.972
0:00:01.289051,-0.283,-0.023,0.97
0:00:01.294044,-0.284,-0.025,0.97
0:00:01.298913,-0.283,-0.024,0.972
0:00:01.304917,-0.284,-0.024,0.971
0:00:01.312082,-0.284,-0.025,0.973
0:00:01.317033,-0.284,-0.026,0.973
0:00:01.326102,-0.283,-0.024,0.972
0:00:01.336154,-0.281,-0.026,0.973
0:00:01.351661,-0.285,-0.023,0.974
0:00:01.360591,-0.284,-0.025,0.972
0:00:01.376849,-0.285,-0.024,0.97
0:00:01.386638,-0.284,-0.024,0.971
0:00:01.388852,-0.281,-0.026,0.971
0:00:01.432772,-0.284,-0.025,0.974
0:00:01.457889,-0.282,-0.023,0.974
0:00:01.458130,-0.282,-0.023,0.972
0:00:01.465436,-0.283,-0.025,0.972
0:00:01.476038,-0.284,-0.024,0.97
0:00:01.478373,-0.284,-0.024,0.971
0:00:01.496027,-0.281,-0.024,0.971
0:00:01.496100,-0.281,-0.024,0.972
0:00:01.505985,-0.284,-0.024,0.973
0:00:01.518663,-0.285,-0.025,0.973
0:00:01.518747,-0.284,-0.024,0.971
0:00:01.526063,-0.283,-0.025,0.968
0:00:01.533432,-0.283,-0.025,0.969
0:00:01.538174,-0.284,-0.025,0.971
0:00:01.545553,-0.282,-0.024,0.968
0:00:01.547949,-0.283,-0.025,0.969
0:00:01.557456,-0.281,-0.025,0.971
0:00:01.589094,-0.286,-0.025,0.971
0:00:01.596707,-0.283,-0.025,0.967
0:00:01.612959,-0.284,-0.025,0.968
0:00:01.618665,-0.284,-0.024,0.968
0:00:01.625742,-0.282,-0.026,0.971
0:00:01.631904,-0.284,-0.024,0.969
0:00:01.638966,-0.282,-0.023,0.974
0:00:01.645549,-0.285,-0.026,0.972
0:00:01.649669,-0.283,-0.025,0.97
0:00:01.658197,-0.281,-0.022,0.972
0:00:01.660709,-0.285,-0.025,0.971
0:00:01.674211,-0.282,-0.027,0.97
0:00:01.676732,-0.286,-0.024,0.975
0:00:01.681785,-0.283,-0.023,0.969
0:00:01.690049,-0.284,-0.022,0.968
0:00:01.697535,-0.282,-0.026,0.971
0:00:01.706796,-0.284,-0.026,0.972
0:00:01.709759,-0.283,-0.024,0.974
0:00:01.724755,-0.284,-0.024,0.971
0:00:01.725092,-0.283,-0.025,0.972
0:00:01.734927,-0.284,-0.022,0.97
0:00:01.739025,-0.283,-0.023,0.967
0:00:01.754742,-0.284,-0.026,0.972
0:00:01.757525,-0.281,-0.024,0.971
0:00:01.768144,-0.286,-0.022,0.969
0:00:01.775970,-0.288,-0.024,0.973
0:00:01.785923,-0.284,-0.026,0.972
0:00:01.823453,-0.282,-0.025,0.974
0:00:01.828166,-0.283,-0.028,0.971
0:00:01.842184,-0.284,-0.025,0.973
0:00:01.842821,-0.284,-0.023,0.971
0:00:01.848762,-0.283,-0.024,0.973
0:00:01.854450,-0.281,-0.027,0.974
0:00:01.860072,-0.281,-0.026,0.971
0:00:01.866603,-0.281,-0.025,0.967
0:00:01.876764,-0.281,-0.023,0.973
0:00:01.879917,-0.281,-0.025,0.972
0:00:01.884743,-0.281,-0.023,0.971
0:00:01.900086,-0.283,-0.025,0.97
0:00:01.900173,-0.283,-0.026,0.972
0:00:01.929326,-0.284,-0.025,0.972
0:00:01.936501,-0.283,-0.021,0.97
0:00:01.944667,-0.284,-0.023,0.968
0:00:01.946756,-0.285,-0.025,0.971
0:00:01.965466,-0.282,-0.024,0.974
0:00:01.965538,-0.283,-0.023,0.971
0:00:01.966676,-0.283,-0.023,0.97
0:00:01.969194,-0.284,-0.024,0.971
0:00:01.976320,-0.283,-0.023,0.969
0:00:01.983789,-0.282,-0.023,0.971
0:00:01.984480,-0.283,-0.024,0.97
0:00:01.989728,-0.282,-0.026,0.971
0:00:01.999639,-0.283,-0.025,0.973
