timestamp,IMU_acc_x,IMU_acc_y,IMU_acc_z
0:00:00.674035,9,-121,-979
0:00:00.678061,5,-113,-986
0:00:00.694009,8,-120,-971
0:00:00.694474,2,-117,-976
0:00:00.696186,4,-110,-973
0:00:00.705160,2,-115,-982
0:00:00.715098,3,-121,-994
0:00:00.716655,9,-118,-982
0:00:00.725763,5,-115,-985
0:00:00.738054,3,-122,-984
0:00:00.751060,3,-116,-980
0:00:00.759240,0,-123,-982
0:00:00.761780,4,-113,-986
0:00:00.761919,16,-115,-978
0:00:00.772115,2,-119,-975
0:00:00.777240,4,-111,-986
0:00:00.792258,-1,-115,-971
0:00:00.798013,8,-116,-969
0:00:00.798119,10,-117,-985
0:00:00.808944,10,-121,-979
0:00:00.809569,7,-112,-984
0:00:00.833488,1,-122,-982
0:00:00.837112,4,-112,-976
0:00:00.837202,9,-119,-978
0:00:00.844916,9,-111,-984
0:00:00.846138,2,-118,-985
0:00:00.860114,13,-119,-968
0:00:00.862762,5,-124,-976
0:00:00.869943,8,-108,-984
0:00:00.870809,4,-114,-978
0:00:00.878698,8,-114,-983
0:00:00.884852,5,-115,-981
0:00:00.893227,5,-120,-967
0:00:00.899306,7,-114,-969
0:00:00.905900,6,-115,-986
0:00:00.921052,13,-107,-986
0:00:00.925935,9,-120,-981
0:00:00.928883,4,-115,-978
0:00:00.933380,9,-115,-968
0:00:00.940748,3,-118,-973
0:00:00.956253,1,-126,-970
0:00:00.957335,6,-117,-970
0:00:00.963387,3,-116,-973
0:00:00.976031,8,-114,-971
0:00:00.978260,13,-120,-981
0:00:00.983507,3,-117,-974
0:00:00.991911,7,-112,-973
0:00:01.005000,5,-115,-965
0:00:01.005523,11,-117,-981
0:00:01.018984,5,-114,-977
0:00:01.026204,3,-111,-968
0:00:01.032433,1,-109,-971
0:00:01.032503,6,-113,-973
0:00:01.038238,4,-109,-976
0:00:01.047905,8,-109,-990
0:00:01.053731,10,-118,-975
0:00:01.066074,3,-119,-974
0:00:01.068867,10,-115,-977
0:00:01.074631,11,-115,-974
0:00:01.087031,4,-120,-979
0:00:01.090788,7,-115,-967
0:00:01.096936,3,-125,-983
