timestamp,IMU_acc_x,IMU_acc_y,IMU_acc_z
0:00:01.182471,-457,161,870
0:00:01.183538,-446,164,868
0:00:01.191563,-441,153,880
0:00:01.205906,-449,158,865
0:00:01.205985,-448,163,877
0:00:01.210995,-454,150,888
0:00:01.219360,-443,166,875
0:00:01.225827,-452,159,868
0:00:01.231338,-451,162,874
0:00:01.238730,-455,164,887
0:00:01.245304,-447,158,872
0:00:01.254576,-449,163,885
0:00:01.265055,-443,163,867
0:00:01.278934,-444,163,869
0:00:01.279021,-449,166,873
0:00:01.283009,-456,152,876
0:00:01.289571,-449,158,883
0:00:01.296297,-442,163,879
0:00:01.303365,-457,161,874
0:00:01.308475,-448,161,875
0:00:01.315395,-441,161,871
0:00:01.324207,-444,158,860
0:00:01.329418,-442,161,861
0:00:01.336217,-445,158,886
0:00:01.344203,-454,158,874
0:00:01.350219,-445,163,874
0:00:01.359162,-448,155,868
0:00:01.364203,-455,160,875
0:00:01.373310,-457,166,882
0:00:01.378516,-453,163,875
0:00:01.385351,-460,166,878
0:00:01.394387,-454,161,871
0:00:01.401559,-446,152,873
0:00:01.406501,-446,164,871
0:00:01.415577,-448,155,879
0:00:01.422291,-443,166,874
0:00:01.441676,-448,164,877
0:00:01.446645,-449,162,874
0:00:01.446706,-452,159,884
0:00:01.462157,-449,158,878
0:00:01.466791,-453,154,878
0:00:01.466868,-446,162,876
0:00:01.478330,-442,161,879
0:00:01.522473,-443,159,876
0:00:01.522536,-455,165,875
0:00:01.522582,-439,156,877
0:00:01.522626,-446,162,871
0:00:01.522675,-450,156,870
0:00:01.522717,-443,160,876
0:00:01.522760,-455,158,874
0:00:01.540244,-450,161,877
0:00:01.555213,-449,159,883
0:00:01.555284,-446,166,874
0:00:01.555330,-449,161,882
0:00:01.555375,-446,161,877
0:00:01.567563,-451,159,882
0:00:01.569067,-453,165,876
0:00:01.584326,-452,160,876
0:00:01.586137,-461,155,883
0:00:01.595434,-443,156,874
0:00:01.616989,-444,160,873
0:00:01.617677,-447,161,886
0:00:01.617749,-455,164,876
0:00:01.624623,-451,167,874
0:00:01.627396,-447,168,877
0:00:01.646975,-448,169,871
0:00:01.647047,-455,163,876
0:00:01.647398,-453,160,883
0:00:01.679709,-442,161,882
0:00:01.679782,-448,156,877
0:00:01.679837,-440,156,876
0:00:01.679886,-452,166,880
0:00:01.679933,-441,158,881
0:00:01.704211,-449,154,865
0:00:01.704278,-450,162,886
0:00:01.704325,-457,158,873
0:00:01.708873,-446,165,871
0:00:01.728271,-455,160,871
0:00:01.734381,-432,157,864
0:00:01.734457,-448,155,872
0:00:01.735395,-443,157,873
0:00:01.750500,-438,153,876
0:00:01.763672,-450,163,871
0:00:01.766243,-449,164,882
0:00:01.766308,-457,156,866
0:00:01.779591,-450,165,868
0:00:01.787567,-448,159,894
0:00:01.787632,-455,160,869
0:00:01.798376,-459,169,884
0:00:01.805177,-448,159,872
0:00:01.814601,-451,163,873
0:00:01.815348,-453,158,879
0:00:01.828549,-440,164,871
0:00:01.841990,-444,163,877
0:00:01.847103,-443,162,872
0:00:01.847691,-446,161,884
0:00:01.847766,-448,156,876
0:00:01.857462,-449,161,880
0:00:01.865702,-445,166,872
0:00:01.910222,-453,164,880
0:00:01.914622,-451,166,877
0:00:01.914686,-449,161,885
0:00:01.914733,-442,157,890
0:00:01.914778,-446,163,877
0:00:01.914822,-447,159,878
0:00:01.914866,-443,152,877
0:00:01.924318,-454,159,880
0:00:01.924428,-451,163,871
0:00:01.932856,-443,155,868
0:00:01.944349,-460,162,872
0:00:01.948620,-443,162,882
0:00:01.956354,-443,157,880
0:00:01.966565,-448,166,876
0:00:01.969106,-446,158,871
0:00:01.974493,-445,163,869
0:00:01.989209,-447,158,878
0:00:02.018499,-450,160,875
0:00:02.027020,-453,165,884
0:00:02.028616,-445,155,877
0:00:02.028897,-455,157,876
0:00:02.028959,-439,161,878
0:00:02.029007,-448,155,883
0:00:02.036802,-451,160,867
0:00:02.037025,-459,164,874
0:00:02.054619,-460,152,874
