timestamp,Razor_vel_x,Razor_vel_y,Razor_vel_z
0:00:00.376750,0.092,-0.214,-0.847
0:00:00.381707,0.031,-0.122,-0.854
0:00:00.386693,0.015,-0.099,-0.755
0:00:00.408010,0.137,-0.122,-0.824
0:00:00.413906,0.084,-0.191,-0.862
0:00:00.422069,0.069,-0.237,-0.786
0:00:00.427018,-0.008,-0.16,-0.839
0:00:00.432055,0.076,-0.153,-0.778
0:00:00.436907,0.114,-0.16,-0.748
0:00:00.445110,0.191,-0.267,-0.801
0:00:00.451359,0.175,-0.237,-0.786
0:00:00.456815,0.13,-0.107,-0.816
0:00:00.464360,0.046,-0.153,-0.824
0:00:00.466371,0.061,-0.259,-0.763
0:00:00.507927,0.069,-0.214,-0.847
0:00:00.508088,0.076,-0.191,-0.755
0:00:00.522827,0.16,-0.175,-0.702
0:00:00.522951,0.244,-0.229,-0.717
0:00:00.528818,0.237,-0.244,-0.885
0:00:00.535096,0.0,-0.198,-0.786
0:00:00.541336,0.053,-0.183,-0.809
0:00:00.546510,0.145,-0.099,-0.786
0:00:00.555835,0.099,-0.16,-0.854
0:00:00.562240,0.13,-0.168,-0.885
0:00:00.567426,0.099,-0.137,-0.824
0:00:00.572691,0.099,-0.183,-0.809
0:00:00.577354,0.015,-0.153,-0.839
0:00:00.582463,0.069,-0.214,-0.847
0:00:00.609493,0.061,-0.198,-0.816
0:00:00.610195,0.069,-0.137,-0.816
0:00:00.619381,0.092,-0.244,-0.801
0:00:00.636546,0.084,-0.214,-0.74
0:00:00.671040,0.107,-0.092,-0.832
0:00:00.681212,0.114,-0.16,-0.793
0:00:00.702299,0.206,-0.237,-0.74
0:00:00.708120,0.221,-0.191,-0.801
0:00:00.718465,0.183,-0.153,-0.908
0:00:00.724687,0.107,-0.221,-0.931
0:00:00.729619,0.16,-0.198,-0.832
0:00:00.734805,0.244,-0.206,-0.824
0:00:00.739835,0.137,-0.206,-0.809
0:00:00.744911,0.046,-0.099,-0.832
0:00:00.749775,0.038,-0.076,-0.809
0:00:00.754696,0.114,-0.099,-0.862
0:00:00.759633,0.16,-0.145,-0.763
0:00:00.764692,0.107,-0.153,-0.771
0:00:00.770872,0.084,-0.168,-0.801
0:00:00.775261,0.16,-0.214,-0.793
0:00:00.781862,0.137,-0.214,-0.809
0:00:00.786944,0.076,-0.168,-0.832
0:00:00.792117,0.145,-0.107,-0.763
0:00:00.797035,0.252,-0.107,-0.793
0:00:00.801986,0.191,-0.099,-0.74
0:00:00.819468,0.13,-0.259,-0.862
0:00:00.825322,0.076,-0.191,-0.847
0:00:00.832045,0.076,-0.191,-0.839
0:00:00.851928,0.16,-0.168,-0.839
0:00:00.870774,0.137,-0.107,-0.786
0:00:00.876428,0.191,-0.046,-0.755
0:00:00.881294,0.183,-0.13,-0.702
0:00:00.886276,0.107,-0.076,-0.801
0:00:00.891434,0.084,-0.229,-0.755
0:00:00.896361,0.084,-0.244,-0.748
0:00:00.901305,0.191,-0.175,-0.74
0:00:00.906522,0.168,-0.175,-0.809
0:00:00.911488,0.069,-0.168,-0.862
0:00:00.916432,0.107,-0.244,-0.816
0:00:00.933243,0.069,-0.137,-0.854
0:00:00.938155,0.175,-0.16,-0.885
0:00:00.943111,0.099,-0.153,-0.87
0:00:00.949823,0.122,-0.267,-0.877
0:00:00.957308,0.053,-0.168,-0.87
0:00:00.963746,0.107,-0.206,-0.763
0:00:00.969054,0.168,-0.206,-0.725
0:00:00.973772,0.244,-0.168,-0.778
0:00:00.982148,0.16,-0.244,-0.786
0:00:00.987274,0.099,-0.267,-0.862
0:00:00.992090,0.099,-0.191,-0.809
0:00:01.002780,0.175,-0.175,-0.854
0:00:01.016803,0.076,-0.252,-0.832
0:00:01.017157,0.092,-0.16,-0.862
0:00:01.023238,0.122,-0.175,-0.893
0:00:01.028432,0.099,-0.107,-0.854
0:00:01.035246,0.061,-0.198,-0.908
0:00:01.045126,0.107,-0.198,-0.755
0:00:01.059568,0.214,-0.237,-0.824
0:00:01.064453,0.191,-0.145,-0.771
0:00:01.079461,0.198,-0.145,-0.832
0:00:01.082301,0.107,-0.16,-0.801
0:00:01.087548,0.053,-0.175,-0.809
0:00:01.092435,0.069,-0.206,-0.87
0:00:01.097431,0.061,-0.198,-0.854
0:00:01.108258,0.206,-0.153,-0.854
0:00:01.119377,0.069,-0.229,-0.801
0:00:01.135564,0.061,-0.114,-0.832
0:00:01.136116,0.153,-0.175,-0.816
0:00:01.143813,0.153,-0.153,-0.839
0:00:01.150561,0.114,-0.183,-0.885
0:00:01.157165,0.198,-0.198,-0.854
0:00:01.162382,0.198,-0.175,-0.793
0:00:01.167127,0.137,-0.16,-0.793
0:00:01.172252,0.061,-0.191,-0.839
0:00:01.178409,0.13,-0.267,-0.778
0:00:01.182895,0.092,-0.221,-0.824
0:00:01.187893,0.046,-0.183,-0.9
0:00:01.193121,0.084,-0.214,-0.801
0:00:01.199117,0.069,-0.237,-0.732
0:00:01.202744,-0.046,-0.328,-0.671
0:00:01.207786,0.008,-0.267,-0.755
0:00:01.213487,0.076,-0.32,-0.809
0:00:01.217675,0.069,-0.198,-0.809
0:00:01.227396,0.099,-0.191,-0.824
0:00:01.232715,0.107,-0.145,-0.847
0:00:01.237424,0.191,-0.16,-0.862
0:00:01.242292,0.244,-0.229,-0.771
0:00:01.248286,0.183,-0.175,-0.793
0:00:01.255444,0.153,-0.313,-0.847
0:00:01.260505,0.16,-0.275,-0.801
0:00:01.269471,0.16,-0.252,-0.832
0:00:01.276227,0.061,-0.153,-0.946
0:00:01.299979,0.137,-0.137,-0.87
0:00:01.302970,0.107,-0.168,-0.832
0:00:01.320085,0.099,-0.191,-0.816
0:00:01.331904,0.137,-0.237,-0.809
0:00:01.332366,0.137,-0.252,-0.816
0:00:01.374926,0.092,-0.237,-0.755
0:00:01.401312,0.183,-0.229,-0.755
0:00:01.401387,0.145,-0.229,-0.847
0:00:01.408804,0.13,-0.267,-0.908
0:00:01.421673,0.114,-0.198,-0.824
0:00:01.421808,0.16,-0.259,-0.87
0:00:01.438035,0.114,-0.214,-0.778
0:00:01.438335,0.092,-0.275,-0.786
0:00:01.451397,0.046,-0.298,-0.824
0:00:01.461860,0.13,-0.183,-0.71
0:00:01.469127,0.053,-0.16,-0.816
0:00:01.469222,0.107,-0.114,-0.877
0:00:01.475645,0.092,-0.107,-0.916
0:00:01.481175,0.114,-0.183,-0.885
0:00:01.488843,0.122,-0.198,-0.87
0:00:01.491009,0.092,-0.229,-0.809
0:00:01.500125,0.168,-0.244,-0.755
0:00:01.532475,0.023,-0.229,-0.778
0:00:01.540089,0.069,-0.16,-0.839
0:00:01.555864,0.023,-0.168,-0.847
0:00:01.562035,0.046,-0.168,-0.809
0:00:01.571010,0.0,-0.214,-0.755
0:00:01.575268,0.137,-0.168,-0.74
0:00:01.582121,0.191,-0.183,-0.778
0:00:01.588214,0.175,-0.214,-0.824
0:00:01.592909,0.237,-0.206,-0.885
0:00:01.601569,0.29,-0.13,-0.885
0:00:01.604297,0.221,-0.191,-0.832
0:00:01.617243,0.168,-0.183,-0.87
0:00:01.620493,-0.023,-0.137,-0.801
0:00:01.624561,0.214,-0.275,-0.671
0:00:01.633408,0.16,-0.32,-0.786
0:00:01.641002,-0.084,-0.092,-0.801
0:00:01.652593,0.046,-0.046,-0.839
0:00:01.652747,0.038,-0.153,-0.824
0:00:01.667992,0.206,-0.252,-0.725
0:00:01.668804,0.16,-0.214,-0.725
0:00:01.678178,-0.053,-0.198,-0.816
0:00:01.682397,0.023,-0.313,-0.763
0:00:01.698130,0.038,-0.282,-0.832
0:00:01.702312,0.015,-0.214,-0.9
0:00:01.711302,0.084,-0.191,-0.938
0:00:01.719113,0.13,-0.191,-0.832
0:00:01.729184,0.244,-0.275,-0.793
0:00:01.767960,0.008,-0.191,-0.816
0:00:01.771531,0.069,-0.191,-0.877
0:00:01.785554,0.114,-0.275,-0.832
0:00:01.786042,0.122,-0.229,-0.755
0:00:01.792128,0.244,-0.183,-0.87
0:00:01.798926,0.244,-0.153,-0.938
0:00:01.802520,0.191,-0.198,-0.816
0:00:01.809993,0.114,-0.221,-0.839
0:00:01.819978,0.084,-0.229,-0.946
0:00:01.823222,-0.008,-0.16,-0.832
0:00:01.828153,0.008,-0.16,-0.748
0:00:01.843944,0.069,-0.206,-0.763
0:00:01.872170,0.031,-0.237,-0.832
0:00:01.877110,0.206,-0.175,-0.771
0:00:01.880068,0.198,-0.252,-0.862
0:00:01.887752,0.191,-0.237,-0.763
0:00:01.890307,0.092,-0.183,-0.755
0:00:01.895511,0.122,-0.229,-0.862
0:00:01.908692,0.084,-0.16,-0.854
0:00:01.912134,0.076,-0.183,-0.755
0:00:01.912231,0.046,-0.145,-0.877
0:00:01.917181,0.122,-0.153,-0.87
0:00:01.922047,0.13,-0.198,-0.771
0:00:01.927141,0.198,-0.198,-0.786
0:00:01.932466,0.175,-0.099,-0.908
0:00:01.937682,0.153,-0.099,-0.931
0:00:01.943008,0.122,-0.214,-0.839
0:00:01.947399,0.114,-0.282,-0.87
0:00:01.952700,0.099,-0.267,-0.893
