timestamp,IMU_vel_x,IMU_vel_y,IMU_vel_z
0:00:00.580403,1,-11,2
0:00:00.588866,3,-14,1
0:00:00.594501,1,-12,2
0:00:00.604561,0,-11,1
0:00:00.622453,3,-12,1
0:00:00.624523,0,-14,0
0:00:00.627071,0,-13,1
0:00:00.632710,-1,-13,3
0:00:00.642290,1,-11,0
0:00:00.648611,-1,-13,1
0:00:00.650488,2,-12,0
0:00:00.661404,0,-13,0
0:00:00.666322,1,-12,2
0:00:00.673377,2,-10,2
0:00:00.682974,-1,-10,0
0:00:00.690154,4,-12,1
0:00:00.696160,1,-13,0
0:00:00.701117,1,-13,1
0:00:00.707169,1,-13,1
0:00:00.713497,0,-13,1
0:00:00.730069,1,-12,1
0:00:00.730207,1,-11,1
0:00:00.735277,-1,-11,0
0:00:00.741792,0,-14,0
0:00:00.753371,0,-10,1
0:00:00.768326,2,-11,2
0:00:00.768395,2,-13,1
0:00:00.784318,2,-11,1
0:00:00.784584,0,-13,1
0:00:00.790041,0,-11,0
0:00:00.795893,1,-9,2
0:00:00.804933,0,-12,0
0:00:00.804998,3,-10,1
0:00:00.811546,3,-11,3
0:00:00.820511,1,-10,0
0:00:00.825475,2,-12,2
0:00:00.834491,1,-13,2
0:00:00.844303,1,-11,1
0:00:00.849205,1,-14,1
0:00:00.859583,3,-12,1
0:00:00.878803,2,-12,1
0:00:00.884915,2,-12,0
0:00:00.884998,2,-14,1
0:00:00.885044,1,-13,0
0:00:00.895164,1,-10,2
0:00:00.899892,3,-13,0
0:00:00.906923,0,-13,0
0:00:00.923211,2,-12,0
0:00:00.928656,3,-11,0
0:00:00.946435,2,-13,3
0:00:00.955441,1,-13,0
0:00:00.955507,3,-10,0
0:00:00.955554,1,-11,2
0:00:00.955895,1,-9,0
0:00:00.959901,0,-13,0
0:00:00.965501,0,-11,2
0:00:00.972347,2,-12,0
0:00:00.984547,3,-13,2
0:00:00.986333,1,-11,0
0:00:00.997329,1,-12,1
0:00:01.003558,2,-12,1
0:00:01.021426,1,-11,1
0:00:01.036523,2,-12,0
0:00:01.036588,0,-11,1
0:00:01.037047,1,-14,0
0:00:01.037103,0,-11,0
0:00:01.042299,1,-11,0
0:00:01.050951,1,-12,1
0:00:01.062400,0,-12,0
0:00:01.069311,0,-11,0
0:00:01.073010,1,-11,1
0:00:01.077466,1,-11,1
0:00:01.104981,1,-12,1
0:00:01.107579,1,-11,1
0:00:01.107650,0,-12,1
0:00:01.107696,1,-13,1
0:00:01.131761,0,-11,0
0:00:01.148526,-1,-13,0
0:00:01.148721,3,-12,2
0:00:01.163902,2,-13,0
0:00:01.168021,0,-12,0
0:00:01.168100,1,-13,0
0:00:01.199097,2,-11,2
0:00:01.210174,0,-11,0
0:00:01.210239,3,-11,0
0:00:01.210295,-1,-13,1
0:00:01.210344,3,-12,0
0:00:01.210390,1,-11,1
0:00:01.210435,1,-11,0
0:00:01.210889,0,-11,0
0:00:01.213479,1,-14,0
0:00:01.220884,2,-12,1
0:00:01.260823,1,-13,1
0:00:01.266342,1,-12,2
0:00:01.294131,1,-12,0
0:00:01.303763,3,-12,0
0:00:01.304045,3,-12,0
0:00:01.304100,0,-12,1
0:00:01.304146,0,-12,0
0:00:01.304190,1,-8,0
0:00:01.304235,0,-13,2
0:00:01.304277,2,-12,3
0:00:01.304321,-1,-12,0
0:00:01.304585,0,-13,0
0:00:01.319714,1,-13,1
0:00:01.320079,2,-13,1
0:00:01.325056,-1,-11,1
0:00:01.334080,2,-13,0
0:00:01.336377,2,-10,0
0:00:01.352482,4,-13,1
0:00:01.352851,1,-12,2
0:00:01.366615,-2,-14,0
0:00:01.380835,1,-13,1
0:00:01.388750,1,-12,2
0:00:01.394675,1,-11,2
0:00:01.396810,2,-12,0
0:00:01.398177,2,-13,1
0:00:01.419282,1,-10,1
0:00:01.422240,-1,-12,0
0:00:01.422665,-2,-12,0
0:00:01.422732,0,-12,0
0:00:01.428524,2,-12,0
0:00:01.447903,1,-13,0
0:00:01.457603,1,-11,0
0:00:01.464222,3,-13,0
0:00:01.464452,0,-12,0
0:00:01.464897,-1,-11,0
0:00:01.469505,1,-13,0
0:00:01.478295,0,-13,0
0:00:01.485452,2,-13,1
0:00:01.490354,1,-11,0
0:00:01.498599,-1,-11,0
0:00:01.518037,0,-14,1
0:00:01.528324,3,-11,1
0:00:01.528392,2,-11,2
0:00:01.528486,2,-12,0
0:00:01.536736,1,-12,0
0:00:01.543279,1,-12,1
0:00:01.547810,0,-11,2
0:00:01.553505,2,-11,1
0:00:01.562159,2,-10,0
0:00:01.569705,1,-12,1
0:00:01.574812,0,-13,0
0:00:01.606104,3,-13,0
0:00:01.606544,3,-11,1
0:00:01.606607,2,-14,0
0:00:01.606660,-1,-10,0
0:00:01.627952,0,-11,0
0:00:01.628410,1,-13,0
0:00:01.628887,-1,-13,0
0:00:01.638342,2,-11,0
0:00:01.643143,1,-12,2
0:00:01.646009,2,-12,1
0:00:01.653973,3,-12,0
0:00:01.668307,1,-14,2
0:00:01.668608,0,-12,0
0:00:01.674820,2,-13,0
0:00:01.679590,1,-13,1
0:00:01.695065,1,-11,2
0:00:01.710941,-1,-13,0
0:00:01.717488,4,-11,4
0:00:01.717562,1,-12,2
0:00:01.727878,2,-10,1
0:00:01.727960,2,-13,1
0:00:01.731311,3,-12,0
0:00:01.737674,1,-12,1
0:00:01.750210,1,-12,0
0:00:01.750722,3,-13,0
0:00:01.759682,2,-12,0
0:00:01.777771,1,-11,0
0:00:01.780811,3,-12,1
0:00:01.785433,0,-12,1
0:00:01.786489,1,-10,2
0:00:01.834960,1,-11,1
0:00:01.835047,2,-15,0
0:00:01.835098,2,-13,0
0:00:01.835146,2,-13,1
0:00:01.837031,2,-11,2
0:00:01.839393,1,-13,0
0:00:01.839473,2,-13,1
0:00:01.847265,1,-11,0
0:00:01.880482,3,-12,1
0:00:01.880602,3,-11,0
0:00:01.881782,0,-12,1
0:00:01.881842,1,-10,0
0:00:01.882078,2,-12,0
0:00:01.889373,3,-11,0
0:00:01.903319,2,-11,1
0:00:01.938158,2,-11,0
0:00:01.938243,3,-12,0
0:00:01.938291,0,-13,1
0:00:01.950286,-1,-10,1
0:00:01.950363,3,-13,2
0:00:01.951521,0,-11,1
0:00:01.953281,0,-13,1
0:00:01.953347,3,-13,0
0:00:01.953444,2,-12,0
0:00:01.972259,0,-14,2
0:00:01.979568,-1,-13,2
0:00:01.985078,-2,-12,2
0:00:01.985164,1,-12,0
0:00:01.991770,2,-11,0
0:00:01.996569,2,-12,1
0:00:02.010510,1,-11,1
0:00:02.023488,1,-12,0
0:00:02.036138,1,-11,1
0:00:02.036221,0,-11,0
0:00:02.036268,0,-13,0
0:00:02.039649,3,-11,1
0:00:02.043955,2,-11,0
0:00:02.077433,1,-13,1
0:00:02.088376,2,-12,0
0:00:02.089185,-1,-10,3
0:00:02.089257,1,-10,1
0:00:02.089303,2,-11,1
0:00:02.089349,2,-12,1
0:00:02.109276,0,-11,2
0:00:02.109846,4,-11,0
0:00:02.109907,1,-12,0
0:00:02.116536,0,-11,0
0:00:02.144126,2,-11,0
0:00:02.145926,1,-10,0
0:00:02.146000,2,-11,0
0:00:02.146050,2,-13,1
0:00:02.179337,1,-12,0
0:00:02.180009,0,-11,0
0:00:02.180071,3,-11,2
0:00:02.180125,2,-12,0
0:00:02.180173,0,-11,1
0:00:02.183943,2,-11,1
0:00:02.197333,1,-11,0
0:00:02.199637,2,-13,0
0:00:02.210448,3,-13,1
0:00:02.217451,2,-13,0
0:00:02.224353,3,-12,0
0:00:02.230462,0,-13,0
0:00:02.234499,2,-12,0
0:00:02.252776,-5,-12,0
0:00:02.258118,1,-9,0
0:00:02.258676,20,-14,1
0:00:02.260422,9,-12,1
0:00:02.283392,-23,-14,0
0:00:02.283468,-26,-7,0
0:00:02.289702,3,-12,2
0:00:02.290146,21,-12,0
0:00:02.299822,9,-12,-1
0:00:02.304552,3,-11,0
0:00:02.312033,6,-9,0
0:00:02.325822,4,-12,1
0:00:02.326264,-23,-12,0
0:00:02.345548,-8,-12,1
0:00:02.346321,11,-11,3
0:00:02.346380,15,-11,3
0:00:02.354087,2,-11,0
0:00:02.363900,-3,-11,0
0:00:02.366151,1,-13,0
0:00:02.374693,-9,-11,2
0:00:02.388443,-8,-12,0
0:00:02.395395,0,-10,0
0:00:02.399544,12,-11,1
0:00:02.408977,11,-11,0
0:00:02.409657,9,-10,0
0:00:02.422405,6,-11,0
0:00:02.447280,0,-12,2
0:00:02.447357,-4,-11,0
0:00:02.447406,-8,-10,0
0:00:02.449845,-3,-14,0
0:00:02.453782,2,-11,1
0:00:02.456843,5,-11,0
0:00:02.466088,6,-14,2
0:00:02.471786,5,-11,0
0:00:02.477676,-2,-11,3
0:00:02.487145,-5,-12,1
0:00:02.494265,-2,-12,0
0:00:02.499130,2,-12,0
0:00:02.508208,2,-10,0
0:00:02.512743,3,-12,1
0:00:02.522332,2,-12,0
0:00:02.527787,3,-13,2
0:00:02.534813,1,-13,0
0:00:02.543869,1,-12,0
0:00:02.556898,2,-13,1
0:00:02.566091,2,-12,1
0:00:02.566843,1,-11,0
0:00:02.571153,1,-11,0
0:00:02.576711,0,-11,0
0:00:02.582445,1,-11,1
0:00:02.592556,2,-12,2
0:00:02.607135,1,-12,0
0:00:02.613984,4,-10,1
0:00:02.614149,2,-11,1
0:00:02.619216,3,-13,0
0:00:02.634798,0,-9,0
0:00:02.634981,0,-11,1
0:00:02.641133,-1,-13,1
0:00:02.645791,0,-12,1
0:00:02.652640,3,-12,1
0:00:02.662373,3,-12,1
0:00:02.668210,3,-12,1
0:00:02.674266,1,-11,0
0:00:02.680592,0,-11,0
0:00:02.689586,-1,-12,0
0:00:02.694526,0,-10,0
0:00:02.701605,-2,-12,2
0:00:02.709778,4,-13,0
0:00:02.715686,1,-14,1
0:00:02.726700,3,-14,0
0:00:02.732276,0,-12,0
0:00:02.739737,1,-12,0
0:00:02.746110,2,-12,0
0:00:02.756487,0,-11,1
0:00:02.758870,1,-12,2
0:00:02.764704,2,-11,0
0:00:02.774983,2,-10,1
0:00:02.781970,0,-12,0
0:00:02.786116,1,-12,2
0:00:02.807565,1,-10,0
0:00:02.809695,0,-11,1
0:00:02.809762,1,-13,1
0:00:02.817558,0,-10,0
0:00:02.849460,-1,-12,0
0:00:02.849532,1,-12,1
0:00:02.849580,2,-12,0
0:00:02.849686,3,-11,0
0:00:02.849744,4,-12,2
0:00:02.873946,3,-11,3
0:00:02.874015,2,-9,2
0:00:02.877934,0,-10,0
0:00:02.878005,0,-11,2
0:00:02.883726,0,-10,1
0:00:02.891988,1,-13,1
0:00:02.897741,1,-12,1
0:00:02.906523,1,-13,2
0:00:02.912852,0,-13,1
0:00:02.918679,4,-11,0
0:00:02.927434,0,-12,0
0:00:02.933834,0,-13,0
0:00:02.939701,1,-12,2
0:00:02.948257,0,-11,0
0:00:02.965187,3,-12,0
0:00:02.965252,2,-11,1
0:00:02.968906,2,-11,1
0:00:02.974591,2,-11,2
0:00:02.987792,1,-11,0
0:00:02.993678,0,-10,1
0:00:02.995648,1,-12,2
0:00:03.004055,0,-11,2
0:00:03.009683,0,-11,0
0:00:03.018462,1,-11,2
0:00:03.026340,1,-13,1
0:00:03.030489,2,-12,0
0:00:03.038969,2,-11,2
0:00:03.044745,1,-11,1
0:00:03.054461,0,-11,0
0:00:03.060718,-1,-13,1
0:00:03.066116,1,-14,0
0:00:03.072646,0,-12,0
0:00:03.086282,2,-10,1
0:00:03.086802,1,-12,0
0:00:03.096934,0,-11,1
0:00:03.102548,0,-12,1
0:00:03.108021,2,-12,0
0:00:03.116706,-1,-11,2
0:00:03.125051,2,-14,0
0:00:03.128659,0,-10,1
0:00:03.137479,2,-11,2
0:00:03.143316,1,-13,1
0:00:03.149929,1,-13,0
0:00:03.159921,1,-12,0
0:00:03.166728,2,-11,1
0:00:03.173600,2,-11,0
0:00:03.178914,1,-11,0
0:00:03.184565,-1,-12,1
0:00:03.193178,0,-12,2
0:00:03.198587,3,-11,0
0:00:03.205694,1,-10,0
0:00:03.218215,1,-11,0
0:00:03.219599,3,-12,0
0:00:03.229467,1,-12,0
0:00:03.233670,1,-13,0
0:00:03.251863,0,-12,0
0:00:03.252288,1,-12,2
0:00:03.258068,0,-10,1
0:00:03.282341,2,-13,1
0:00:03.283001,1,-11,3
0:00:03.283674,2,-12,0
0:00:03.283731,0,-12,0
0:00:03.295443,1,-10,0
0:00:03.300732,1,-11,1
0:00:03.329793,2,-13,1
0:00:03.336498,0,-11,2
0:00:03.338880,3,-11,2
0:00:03.342523,5,-12,0
0:00:03.349362,0,-10,0
0:00:03.349448,0,-10,2
0:00:03.372503,-1,-12,0
0:00:03.378141,1,-10,1
0:00:03.383202,3,-12,0
0:00:03.383265,1,-11,2
0:00:03.385994,1,-11,2
0:00:03.386252,2,-10,2
0:00:03.387660,2,-14,0
0:00:03.406397,1,-9,1
0:00:03.420470,1,-13,1
0:00:03.426139,-2,-12,3
0:00:03.426207,4,-10,3
0:00:03.426254,3,-14,1
0:00:03.436875,2,-10,1
0:00:03.444909,1,-12,0
0:00:03.448243,1,-12,1
0:00:03.454094,1,-12,1
0:00:03.472968,2,-10,0
0:00:03.476535,2,-12,0
0:00:03.476614,1,-12,0
0:00:03.487811,0,-11,0
0:00:03.491357,1,-10,0
0:00:03.501306,0,-10,1
0:00:03.506287,0,-10,1
0:00:03.512877,3,-13,0
0:00:03.515462,1,-11,1
0:00:03.526713,3,-11,1
0:00:03.527677,0,-13,1
0:00:03.535045,0,-12,1
0:00:03.542719,3,-12,3
0:00:03.548576,0,-12,0
0:00:03.557523,0,-12,1
0:00:03.564084,1,-12,1
0:00:03.571903,3,-14,0
0:00:03.582433,4,-12,0
0:00:03.584369,2,-11,1
0:00:03.592123,-1,-13,1
0:00:03.597781,0,-11,0
0:00:03.606756,3,-13,0
0:00:03.619729,1,-12,0
0:00:03.622473,-1,-12,0
0:00:03.635007,-1,-12,0
0:00:03.637901,1,-11,1
0:00:03.646971,1,-13,0
0:00:03.656817,2,-11,1
0:00:03.657636,0,-13,2
0:00:03.668790,1,-10,0
0:00:03.669626,0,-14,2
0:00:03.676614,1,-12,0
0:00:03.687351,2,-11,1
0:00:03.688555,0,-11,0
0:00:03.697189,2,-13,0
0:00:03.710588,0,-11,1
0:00:03.719326,0,-13,0
0:00:03.731912,0,-14,3
0:00:03.735691,-1,-11,1
0:00:03.736609,0,-13,0
0:00:03.741909,1,-14,0
0:00:03.749759,2,-12,2
0:00:03.763094,0,-12,0
0:00:03.766172,3,-12,0
0:00:03.768963,-1,-12,1
0:00:03.786169,-1,-13,0
0:00:03.786370,1,-13,0
0:00:03.787438,2,-11,0
0:00:03.803460,3,-12,0
0:00:03.809272,1,-11,0
0:00:03.822013,1,-13,1
0:00:03.829217,1,-14,2
0:00:03.829762,-1,-12,0
0:00:03.829822,0,-12,2
0:00:03.842290,2,-11,0
0:00:03.846426,0,-11,0
0:00:03.858043,0,-13,3
0:00:03.868030,2,-12,3
0:00:03.868385,2,-12,2
0:00:03.876332,1,-12,0
0:00:03.883602,2,-13,0
0:00:03.888951,2,-13,0
0:00:03.895521,0,-11,1
0:00:03.909637,-1,-10,0
0:00:03.910439,2,-12,0
0:00:03.912835,2,-12,0
0:00:03.922927,2,-13,0
0:00:03.933731,1,-12,0
0:00:03.936622,1,-10,0
0:00:03.956102,1,-10,0
0:00:03.956187,0,-13,0
0:00:03.971188,1,-12,1
0:00:03.971255,2,-12,1
0:00:03.976310,0,-9,0
0:00:03.981404,2,-12,0
0:00:03.982596,0,-11,0
0:00:03.993539,2,-14,1
0:00:04.002305,0,-11,0
0:00:04.007424,1,-11,1
0:00:04.025804,0,-13,3
0:00:04.025902,2,-12,0
0:00:04.028493,2,-12,0
0:00:04.041155,0,-11,1
0:00:04.041226,-1,-12,0
0:00:04.051722,1,-12,1
0:00:04.061314,2,-12,0
0:00:04.064174,2,-12,0
0:00:04.072169,1,-12,2
0:00:04.077044,2,-11,0
0:00:04.080679,0,-11,1
0:00:04.090595,1,-11,2
0:00:04.097799,0,-12,0
0:00:04.115857,1,-13,0
0:00:04.116212,2,-12,2
0:00:04.123264,0,-12,0
0:00:04.128897,1,-10,0
0:00:04.133354,2,-11,2
0:00:04.145928,1,-11,1
0:00:04.152912,2,-12,0
0:00:04.158817,2,-15,2
0:00:04.168262,1,-12,0
0:00:04.169647,0,-12,1
0:00:04.175884,1,-11,0
0:00:04.193882,2,-13,2
0:00:04.196158,2,-12,0
0:00:04.196416,-1,-10,1
0:00:04.201555,0,-10,0
0:00:04.209101,1,-11,0
0:00:04.214212,0,-11,0
0:00:04.226343,0,-11,0
0:00:04.237473,2,-13,1
0:00:04.243285,1,-12,0
0:00:04.244536,2,-12,0
0:00:04.254447,1,-12,1
0:00:04.261368,1,-11,0
0:00:04.265983,0,-11,2
0:00:04.271260,1,-11,1
0:00:04.282261,-1,-11,1
0:00:04.287159,1,-10,1
0:00:04.298299,1,-9,1
0:00:04.298363,0,-14,1
0:00:04.308552,1,-12,0
0:00:04.318024,2,-13,0
0:00:04.333481,2,-11,2
0:00:04.334749,-1,-13,2
0:00:04.334822,3,-13,0
0:00:04.344997,0,-12,0
0:00:04.350671,2,-11,2
0:00:04.365603,2,-12,2
0:00:04.365784,-1,-13,1
0:00:04.375395,1,-12,2
0:00:04.412408,0,-15,1
0:00:04.412486,-1,-11,0
0:00:04.412536,0,-13,0
0:00:04.418103,0,-12,2
0:00:04.418183,0,-12,0
0:00:04.418287,-1,-11,1
0:00:04.435935,0,-13,1
